DB file ID,Turbo,Rating,Origin,Year,Decade,Mass,Model,Version,RefCount,Author,Class,vehFile,Type,Aero,Aids,F/R/4WD,originalFolder,Continent,Manufacturer,Category,Scene Description,GraphicDetailsFactor,URL,Gearshift,AIstrengthFactor,tType,Name,ID,Country,Flags,MinVersion,Track Name
BLACKWOOD_GX,,,2,,,,,DX11a,2,Leonardo1962,,,1,,,,Installed\locations\Blackwood\DX11a,Europe,,55,BLACKWOOD_GX,,https://forum.studio-397.com/index.php?find-new/757770/posts,,,Permanent,BLACKWOOD_GX,,United Kingdom,271593472,,Blackwood Gx
BLACKWOOD_GX_REV,,,2,,,,,DX11a,2,Leonardo1962,,,1,,,,Installed\locations\Blackwood\DX11a,Europe,,55,BLACKWOOD_GX_REV,,https://forum.studio-397.com/index.php?find-new/757770/posts,,,Permanent,BLACKWOOD_GX_REV,,United Kingdom,271593472,,Blackwood Gx Rev
BLACKWOOD_RL,,,2,,,,,DX11a,2,Leonardo1962,,,1,,,,Installed\locations\Blackwood\DX11a,Europe,,55,BLACKWOOD_RL,,https://forum.studio-397.com/index.php?find-new/757770/posts,,,Permanent,BLACKWOOD_RL,,United Kingdom,271593472,,Blackwood Rl
Blackwood_RL_REV,,,2,,,,,DX11a,2,Leonardo1962,,,1,,,,Installed\locations\Blackwood\DX11a,Europe,,55,Blackwood_RL_REV,,https://forum.studio-397.com/index.php?find-new/757770/posts,,,Permanent,Blackwood_RL_REV,,United Kingdom,271593472,,Blackwood Rl Rev
BLACKWOOD_RT,,,2,,,,,DX11a,2,Leonardo1962,,,1,,,,Installed\locations\Blackwood\DX11a,Europe,,55,BLACKWOOD_RT,,https://forum.studio-397.com/index.php?find-new/757770/posts,,,Permanent,BLACKWOOD_RT,,United Kingdom,271593472,,Blackwood Rt
BLACKWOOD_RT_Rev,,,2,,,,,DX11a,2,Leonardo1962,,,1,,,,Installed\locations\Blackwood\DX11a,Europe,,55,BLACKWOOD_RT_Rev,,https://forum.studio-397.com/index.php?find-new/757770/posts,,,Permanent,BLACKWOOD_RT_Rev,,United Kingdom,271593472,,Blackwood Rt Rev
BLACKWOOD_SkidPad,,,2,,,,,DX11a,2,Leonardo1962,,,1,,,,Installed\locations\Blackwood\DX11a,Europe,,55,BLACKWOOD_SkidPad,,https://forum.studio-397.com/index.php?find-new/757770/posts,,,Permanent,BLACKWOOD_SkidPad,,United Kingdom,271593472,,Blackwood Skidpad
BOTNIARING_Chicane,,,0,,,,,1.02,2,,,,1,,,,Installed\locations\Botniaring_2017\1.02,Europe,,0,BOTNIARING_Chicane,,,,,,BOTNIARING_Chicane,AAA9999,Finland,271593472,,Botniaring Chicane
BOTNIARING_Long,,,0,,,,,1.02,2,,,,1,,,,Installed\locations\Botniaring_2017\1.02,Europe,,0,BOTNIARING_Long,,,,,,BOTNIARING_Long,AAA9999,Finland,271593472,,Botniaring Long
Botniaring_Short,,,0,,,,,1.02,2,,,,1,,,,Installed\locations\Botniaring_2017\1.02,Europe,,0,Botniaring_Short,,,,,,Botniaring_Short,AAA9999,Finland,271593472,,Botniaring Short
BrandsGP,,,2,,,,,0.78dx,2,AC convert,,,1,,,,Installed\locations\brandsacdx\0.78dx,Europe,,55,BrandsGP,,,,,Permanent,BrandsGP,,United Kingdom,3149824,,Brands GP
BrandsIndy,,,2,,,,,0.78dx,2,AC convert,,,1,,,,Installed\locations\brandsacdx\0.78dx,Europe,,55,BrandsIndy,,,,,Permanent,BrandsIndy,,United Kingdom,3149824,,Brands Indy
Brands_Hatch_GP,,,3,,,,,1.22,5,spidey,,,1,,,,Installed\locations\brandshatch\1.22,Europe,,55,Brands_Hatch_GP,,http://www.premiersimracing.com/tracks/rf2/BrandsHatch_v1.22.rfc,,,Permanent,Brands_Hatch_GP,,United Kingdom,3158016,,Brands Hatch GP
Brands_Hatch_INDY,,,3,,,,,1.22,5,spidey,,,1,,,,Installed\locations\brandshatch\1.22,Europe,,55,Brands_Hatch_INDY,,http://www.premiersimracing.com/tracks/rf2/BrandsHatch_v1.22.rfc,,,Permanent,Brands_Hatch_INDY,,United Kingdom,3158016,,Brands Hatch Indy
BremgartenGP_54,,,2,1954,1950-,,,1.1,2,"R07 conv Corti,DX11 and update prob",,,1,,,,Installed\locations\Bremgarten54\0.85,Europe,,57,BremgartenGP_54,,,,,Temporary,BremgartenGP_54,,Switzerland,3149824,,Bremgarten GP
Brianza_Blancpain,,,2,,,,,1.7,2,orig. by ISI converted by Turb,,,1,,,,Installed\locations\Brianza\1.7,Europe,,55,Brianza_Blancpain,,,,,Permanent,Brianza_Blancpain,,Italy,271593472,,Brianza Blancpain
Brianza_GP,,,2,,,,,1.7,2,orig. by ISI converted by Turb,,,1,,,,Installed\locations\Brianza\1.7,Europe,,55,Brianza_GP,,,,,Permanent,Brianza_GP,,Italy,271593472,,Brianza GP
Brianza_HistA,,,2,,,,,1.7,2,orig. by ISI converted by Turb,,,1,,,,Installed\locations\Brianza\1.7,Europe,,55,Brianza_HistA,,,,,Permanent,Brianza_HistA,,Italy,271593472,,Brianza HistA
Brianza_HistB,,,2,,,,,1.7,2,orig. by ISI converted by Turb,,,1,,,,Installed\locations\Brianza\1.7,Europe,,55,Brianza_HistB,,,,,Permanent,Brianza_HistB,,Italy,271593472,,Brianza HistB
Brianza_JR,,,2,,,,,1.7,2,orig. by ISI converted by Turb,,,1,,,,Installed\locations\Brianza\1.7,Europe,,55,Brianza_JR,,,,,Permanent,Brianza_JR,,Italy,271593472,,Brianza Jr
Brianza10K,,,0,2010,2010-,,,2.04,3,,,,1,,,,Installed\locations\Brianza_1966\2.04,Europe,,0,Brianza10K,,,,,,Brianza10K,AAA9999,Italy,271593472,,Brianza 10K
Brianza1966,,,0,1966,1960-,,,2.04,3,,,,1,,,,Installed\locations\Brianza_1966\2.04,Europe,,0,Brianza1966,,,,,,Brianza1966,AAA9999,Italy,271593472,,Brianza
BrianzaJr,,,0,,,,,2.04,3,,,,1,,,,Installed\locations\Brianza_1966\2.04,Europe,,0,BrianzaJr,,,,,,BrianzaJr,AAA9999,Italy,271593472,,Brianza Jr
Bridgehampton,,,1,,,,,1.03,1,LilSki / digga,,,1,,,,Installed\locations\Bridgehampton\1.03,North America,,55,Bridgehampton,,www.simracingteam.net,,,Permanent,Bridgehampton,,United States,270536704,,Bridgehampton
Bridgehampton_a,,,1,,,,,1.03,1,LilSki / digga,,,1,,,,Installed\locations\Bridgehampton\1.03,North America,,55,Bridgehampton_a,,www.simracingteam.net,,,Permanent,Bridgehampton_a,,United States,270536704,,Bridgehampton A
BUENOS_AIRES_HISTORIC,,,2,,,,,1.02,2,conversion from rf1 Rik and Mauro,,,1,,,,Installed\locations\Buenos_Aires_Historic\1.02,South America,,55,BUENOS_AIRES_HISTORIC,,,,,Permanent,BUENOS_AIRES_HISTORIC,1412,Argentina,271593472,,Buenos Aires Historic
CadwellParkSRW,,,2,,,,,1.55,2,,,,1,,,,Installed\locations\cadwell_park_circuit\1.55,Europe,,55,CadwellParkSRW,,,,,Permanent,CadwellParkSRW,,United Kingdom,3158016,,Cadwell Park
Castlecombe_classic,,,0,,,,,1.05,4,,,,1,,,,Installed\locations\castle_combe_circuit\1.05,Europe,,55,Castlecombe_classic,,,,,Permanent,Castlecombe_classic,,United Kingdom,271593472,,Castle Combe Classic
castlecombe_modern,,,0,,,,,1.05,4,,,,1,,,,Installed\locations\castle_combe_circuit\1.05,Europe,,55,castlecombe_modern,,,,,Permanent,castlecombe_modern,,United Kingdom,271593472,,Castle Combe Modern
PaulRicard_HTTT_GT,,,2,,,,,1.05,2,,,,1,,,,Installed\locations\Circuit_Paul_Ricard\1.05,Europe,,55,PaulRicard_HTTT_GT,,,,,Permanent,PaulRicard_HTTT_GT,,France,271593472,,Paul Ricard HTTT GT
PaulRicard_HTTT_GTC,,,2,,,,,1.05,2,,,,1,,,,Installed\locations\Circuit_Paul_Ricard\1.05,Europe,,55,PaulRicard_HTTT_GTC,,,,,Permanent,PaulRicard_HTTT_GTC,,France,271593472,,Paul Ricard HTTT GTC
PaulRicard_HTTT_GTP,,,2,,,,,1.05,2,,,,1,,,,Installed\locations\Circuit_Paul_Ricard\1.05,Europe,,55,PaulRicard_HTTT_GTP,,,,,Permanent,PaulRicard_HTTT_GTP,,France,271593472,,Paul Ricard HTTT GTP
PaulRicard_HTTT_PR,,,2,,,,,1.05,2,,,,1,,,,Installed\locations\Circuit_Paul_Ricard\1.05,Europe,,55,PaulRicard_HTTT_PR,,,,,Permanent,PaulRicard_HTTT_PR,,France,271593472,,Paul Ricard HTTT PR
PaulRicard_HTTT_PR_DRS,,,2,,,,,1.05,2,,,,1,,,,Installed\locations\Circuit_Paul_Ricard\1.05,Europe,,55,PaulRicard_HTTT_PR_DRS,,,,,Permanent,PaulRicard_HTTT_PR_DRS,,France,271593472,,Paul Ricard HTTT PR DRS
PaulRicard_HTTT_SH,,,2,,,,,1.05,2,,,,1,,,,Installed\locations\Circuit_Paul_Ricard\1.05,Europe,,55,PaulRicard_HTTT_SH,,,,,Permanent,PaulRicard_HTTT_SH,,France,271593472,,Paul Ricard HTTT SH
CROFT_ROAD_COURSE,,,1,,,,,1.01sm,2,feels3,,,1,,,,Installed\locations\croft circuit\1.01sm,Europe,,55,CROFT_ROAD_COURSE,,,,,Permanent,CROFT_ROAD_COURSE,,United Kingdom,271593472,,Croft Road Course
CroixenTernois2017,,,1,2017,2010-,,,1.12,2,ƒab,,,1,,,,Installed\locations\CROIXENTERNOIS2017\1.12,Europe,,55,CroixenTernois2017,,,,,Permanent,CroixenTernois2017,,France,271593472,,Croix en Ternois
Crystal,,,3,,,,,1.1,2,ƒab,,,1,,,,Installed\locations\CRYSTAL PALACE 1969\1.1,Europe,,55,Crystal,,,,,Permanent,Crystal,,United Kingdom,271593472,,Crystal Palace
Dijon79,,,2,1979,1970-,,,0.51,2,MotorFX converted by Arnao,,,1,,,,Installed\locations\Dijon79\0.51,Europe,,55,Dijon79,,,,,Permanent,Dijon79,,France,3158016,,Dijon
DIJON_PRENOIS_GC,,,0,,,,,1.07,1,,,,1,,,,Installed\locations\Dijon_Prenois_Circuit\1.07,Europe,,55,DIJON_PRENOIS_GC,,,,,Permanent,DIJON_PRENOIS_GC,,France,270536704,,Dijon Prenois Gc
DIJON_PRENOIS_PC,,,0,,,,,1.07,1,,,,1,,,,Installed\locations\Dijon_Prenois_Circuit\1.07,Europe,,55,DIJON_PRENOIS_PC,,,,,Permanent,DIJON_PRENOIS_PC,,France,270536704,,Dijon Prenois Pc
Dix-Racing Baku,,,0,,,,,2017,2,,,,1,,,,Installed\locations\Dix-Racing Baku\2017,Asia,,0,,,,,,,Dix-Racing Baku,,Azerbaijan,3158016,,Baku
DONINGTON 2013,,,0,2013,2010-,,,2,2,,,,1,,,,Installed\locations\donington 2013\2.0,Europe,,0,,,,,,,DONINGTON 2013,,United Kingdom,3158016,,Donington
DUNDROD_1950,,,0,1950,1950-,,,0.1,2,,,,1,,,,Installed\locations\Dundrod_1950\0.1,Europe,,0,DUNDROD_1950,,,,,,DUNDROD_1950,,Northern Ireland,3158080,,Dundrod
BugattiCircuit_N,,,1,,,,,1,2,ECAR_TRACKS,,,1,,,,Installed\locations\ECAR_LeMans_Bugatti\1.0,Europe,,55,BugattiCircuit_N,,https://twitter.com/ECAR_Tracks,,,Permanent,BugattiCircuit_N,,France,271593472,,Bugatti Circuit N
betons_60,,,1,1960,1960-,,,1.14,1,Sergio Loro,,,1,,,,Installed\locations\Eifel Betonschleife\1.14,Europe,,55,betons_60,,www.f3classictracks.com,,,Permanent,betons_60,,Germany,3145728,,Betonschleife
ETT_1,,,0,,,,,1.04,2,,,,1,,,,Installed\locations\EuskoTestTrack\1.04,Europe,,0,ETT_1,,,,,,ETT_1,,Spain,3158016,,Ett 1
ACSpa,,,2,,,,,1.1,2,"R07 conv Corti,DX11 and update prob",,,1,,,,Installed\locations\exm_spa\1.1,Europe,,57,ACSpa,,,,,Temporary,ACSpa,,Belgium,3149824,,Spa
Hocke_F3,,,1,,,,,0.7,1,Sergio Loro,,,1,,,,Installed\locations\Forestheim\0.70,Africa,,55,Hocke_F3,,,,,Permanent,Hocke_F3,,Libya,3145728,,Hocke F3
QUICK,,,1,,,,,0.7,1,Sergio Loro,,,1,,,,Installed\locations\Forestheim\0.70,Africa,,55,QUICK,,,,,Permanent,QUICK,,Libya,3145728,,Quick
FUJI2012GP,,,2,2012,2010-,,,2,2,RF2WEC,,,1,,,,Installed\locations\Fuji_rf2wec\2.0,Asia,,55,FUJI2012GP,,www.rf2wec.eu,,,Permanent,FUJI2012GP,rf2wec0004,Japan,271593472,,Fuji GP
FUJI2012GT,,,2,2012,2010-,,,2,2,RF2WEC,,,1,,,,Installed\locations\Fuji_rf2wec\2.0,Asia,,55,FUJI2012GT,,www.rf2wec.eu,,,Permanent,FUJI2012GT,rf2wec0004,Japan,271593472,,Fuji GT
GENK_KARTING_ALONSO,,,1,,,,,0.91,2,GVE,,,1,,,,Installed\locations\Genk Karting\0.91,Europe,,52,GENK_KARTING_ALONSO,,http://getmod.srrs-racing.net/getmod.php/RD,,,,GENK_KARTING_ALONSO,,Netherlands,271593472,,Genk Karting Alonso
GENK_KARTING_CIK,,,1,,,,,0.91,2,GVE,,,1,,,,Installed\locations\Genk Karting\0.91,Europe,,52,GENK_KARTING_CIK,,http://getmod.srrs-racing.net/getmod.php/RD,,,,GENK_KARTING_CIK,,Netherlands,271593472,,Genk Karting Cik
Indianapolis2007GP,,,0,2007,2000-,,,2.05,1,,,,1,,,,Installed\locations\Indianapolis_2013\2.05,North America,,0,Indianapolis2007GP,,,,,,Indianapolis2007GP,AAA9999,United States,270536704,,Indianapolis GP
Indianapolis2013GP,,,0,2013,2010-,,,2.05,1,,,,1,,,,Installed\locations\Indianapolis_2013\2.05,North America,,0,Indianapolis2013GP,,,,,,Indianapolis2013GP,AAA9999,United States,270536704,,Indianapolis GP
Indianapolis2014GP,,,0,2014,2010-,,,2.05,1,,,,1,,,,Installed\locations\Indianapolis_2013\2.05,North America,,0,Indianapolis2014GP,,,,,,Indianapolis2014GP,AAA9999,United States,270536704,,Indianapolis GP
Indianapolis400,,,0,,,,,2.05,1,,,,1,,,,Installed\locations\Indianapolis_2013\2.05,North America,,0,Indianapolis400,,,,,,Indianapolis400,AAA9999,United States,270536704,,Indianapolis 400
Indianapolis500,,,0,,,,,2.05,1,,,,1,,,,Installed\locations\Indianapolis_2013\2.05,North America,,0,Indianapolis500,,,,,,Indianapolis500,AAA9999,United States,270536704,,Indianapolis 500
INTERLAGOS,,,0,,,,,1.3,2,,,,1,,,,Installed\locations\Interlagos_GP\1.3,South America,,55,INTERLAGOS,,,,,Permanent,INTERLAGOS,,Brazil,3149824,,Interlagos
BelgianGP_1966,,,1,1966,1960-,,,2.01,2,Image Space Incorporated,,,1,,,,Installed\locations\ISI_Belgium_1966\2.01,Europe,,55,BelgianGP_1966,,http://rfactor.net/downloads/getmod.php,,,Permanent,BelgianGP_1966,,Belgium,271593472,,Belgian GP
LOCHDRUMMOND_LONG,,,1,,,,,1.1,2,ISI,,,1,,,,Installed\locations\ISI_LochDrummond_2013\1.1,Europe,,55,LOCHDRUMMOND_LONG,,http://rfactor.net/downloads/getmod.php,,,Permanent,LOCHDRUMMOND_LONG,,United Kingdom,271593536,300,Loch Drummond Long
LOCHDRUMMOND_SHORT,,,1,,,,,1.1,2,ISI,,,1,,,,Installed\locations\ISI_LochDrummond_2013\1.1,Europe,,55,LOCHDRUMMOND_SHORT,,http://rfactor.net/downloads/getmod.php,,,Permanent,LOCHDRUMMOND_SHORT,,United Kingdom,271593536,300,Loch Drummond Short
Montreal_2006,,,2,2006,2000-,,,1.01,2,gJED,,,1,,,,Installed\locations\ISI_Montreal_2000\1.01,North America,,55,Montreal_2006,,http://rfactor.net/downloads/getmod.php,,,Permanent,Montreal_2006,,Canada,271593536,880,Montreal
InfieldRoadCourse,,,1,,,,,1.2,2,Image Space Incorporated,,,1,,,,Installed\locations\ISI_MountainPeakSW_2014\1.20,North America,,54,InfieldRoadCourse,,http://rfactor.net/downloads/getmod.php,,,,InfieldRoadCourse,,United States,271593536,982,Infieldroadcourse
KartOval,,,1,,,,,1.2,2,Image Space Incorporated,,,1,,,,Installed\locations\ISI_MountainPeakSW_2014\1.20,North America,,54,KartOval,,http://rfactor.net/downloads/getmod.php,,,,KartOval,,United States,271593536,982,Kartoval
KartRC1,,,1,,,,,1.2,2,Image Space Incorporated,,,1,,,,Installed\locations\ISI_MountainPeakSW_2014\1.20,North America,,54,KartRC1,,http://rfactor.net/downloads/getmod.php,,,,KartRC1,,United States,271593536,982,Kartrc1
KartRC2,,,1,,,,,1.2,2,Image Space Incorporated,,,1,,,,Installed\locations\ISI_MountainPeakSW_2014\1.20,North America,,54,KartRC2,,http://rfactor.net/downloads/getmod.php,,,,KartRC2,,United States,271593536,982,Kartrc2
KartRC3,,,1,,,,,1.2,2,Image Space Incorporated,,,1,,,,Installed\locations\ISI_MountainPeakSW_2014\1.20,North America,,54,KartRC3,,http://rfactor.net/downloads/getmod.php,,,,KartRC3,,United States,271593536,982,Kartrc3
LegendsOval,,,1,,,,,1.2,2,Image Space Incorporated,,,1,,,,Installed\locations\ISI_MountainPeakSW_2014\1.20,North America,,54,LegendsOval,,http://rfactor.net/downloads/getmod.php,,,,LegendsOval,,United States,271593536,982,Legendsoval
Synergy300,,,1,,,,,1.2,2,Image Space Incorporated,,,1,,,,Installed\locations\ISI_MountainPeakSW_2014\1.20,North America,,54,Synergy300,,http://rfactor.net/downloads/getmod.php,,,,Synergy300,,United States,271593536,982,Synergy300
Sardian_Long,,,2,,,,,1,2,Image Space Incorporated,,,1,,,,Installed\locations\ISI_SardianHeights_2004\1.00,,,57,Sardian_Long,,http://rfactor.net/downloads/getmod.php,,,Temporary,Sardian_Long,,,271593536,946,Sardian Long
Sardian_Short,,,2,,,,,1,2,Image Space Incorporated,,,1,,,,Installed\locations\ISI_SardianHeights_2004\1.00,,,57,Sardian_Short,,http://rfactor.net/downloads/getmod.php,,,Temporary,Sardian_Short,,,271593536,946,Sardian Short
TigerMoth_R1,,,1,,,,,1.02,2,Image Space Incorporated,,,1,,,,Installed\locations\isi_tigermoth_2014\1.02,Europe,,55,TigerMoth_R1,,http://rfactor.net/downloads/getmod.php,,,Permanent,TigerMoth_R1,,United Kingdom,271593536,860,Tigermoth R1
TigerMoth_R2,,,1,,,,,1.02,2,Image Space Incorporated,,,1,,,,Installed\locations\isi_tigermoth_2014\1.02,Europe,,55,TigerMoth_R2,,http://rfactor.net/downloads/getmod.php,,,Permanent,TigerMoth_R2,,United Kingdom,271593536,860,Tigermoth R2
TigerMoth_R3,,,1,,,,,1.02,2,Image Space Incorporated,,,1,,,,Installed\locations\isi_tigermoth_2014\1.02,Europe,,55,TigerMoth_R3,,http://rfactor.net/downloads/getmod.php,,,Permanent,TigerMoth_R3,,United Kingdom,271593536,860,Tigermoth R3
TigerMoth_TestTrack,,,1,,,,,1.02,2,Image Space Incorporated,,,1,,,,Installed\locations\isi_tigermoth_2014\1.02,Europe,,55,TigerMoth_TestTrack,,http://rfactor.net/downloads/getmod.php,,,Permanent,TigerMoth_TestTrack,,United Kingdom,271593536,860,Tigermoth Testtrack
TigerMoth_TT_Training,,,1,,,,,1.02,2,Image Space Incorporated,,,1,,,,Installed\locations\isi_tigermoth_2014\1.02,Europe,,55,TigerMoth_TT_Training,,http://rfactor.net/downloads/getmod.php,,,Permanent,TigerMoth_TT_Training,,United Kingdom,271593536,860,Tigermoth Tt Training
JARAMA79,,,3,1979,1970-,,,0.8,1,,,,1,,,,Installed\locations\Jarama79\0.8,Europe,,55,JARAMA79,,16/10/2012,,,Permanent,JARAMA79,16/10/2012,Spain,3145728,,Jarama
Knockhill,,,0,,,,,1.3,2,,,,1,,,,Installed\locations\knockhill\1.3,Europe,,0,,,http://getmod.srrs-racing.net/getmod.php/~IsR~Barabba,,,,Knockhill,,Scotland,3158016,,Knockhill
ksRing,,,2,,,,,0.6,2,Kunos Simulazioni,,,1,,,,Installed\locations\ksRing\0.60,Europe,,55,ksRing,,,,,Permanent,ksRing,,Germany,1716224,,Ksring
Kyalami_Legends_[1976],,,2,1976,1970-,,,1.01LE_dx11,2,,,,1,,,,Installed\locations\Kyalami_Legends_[1976]\1.01LE_dx11,Africa,,55,KYALAMI_LEGENDS_GP,,,,,Permanent,Kyalami_Legends_[1976],56e5833eb5cdfbca91b81a41f54f95cea69dcc2c1f7d7ad27172c712077c4546,South Africa,3149824,,Kyalami Legends []
smc_LAGUNASECA_GP,,,1,,,,,1.07b,1,,,,1,,,,Installed\locations\Laguna Seca\1.07b,North America,,55,smc_LAGUNASECA_GP,,,,,Permanent,smc_LAGUNASECA_GP,,United States,3145728,,Smc Lagunaseca GP
Lausitzring_GPL,,,0,,,,,1.061,2,,,,1,,,,Installed\locations\Lausitzring_2016\1.061,Europe,,55,Lausitzring_GPL,,,,,Permanent,Lausitzring_GPL,,Germany,271593472,,Lausitzring GPl
Lausitzring_GPS,,,0,,,,,1.061,2,,,,1,,,,Installed\locations\Lausitzring_2016\1.061,Europe,,55,Lausitzring_GPS,,,,,Permanent,Lausitzring_GPS,,Germany,271593472,,Lausitzring GPs
Lausitzring_SWAY,,,0,,,,,1.061,2,,,,1,,,,Installed\locations\Lausitzring_2016\1.061,Europe,,55,Lausitzring_SWAY,,,,,Permanent,Lausitzring_SWAY,,Germany,271593472,,Lausitzring Sway
LeMans91,,,1,1991,1990-,,,1.11,3,Virtua_LM Modding Team,,,1,,,,Installed\locations\Le Mans 91-96 Virtua_LM\1.11,Europe,,57,LeMans91,,http://getmod.srrs-racing.net/getmod.php/RD,,,Temporary,LeMans91,,France,271593472,,Lemans
lester,,,0,,,,,2.01,1,,,,1,,,,Installed\locations\Lester 2.0\2.01,,,0,lester,,,,,,lester,,,270536704,,Lester
lesterSprint,,,0,,,,,2.01,1,,,,1,,,,Installed\locations\Lester 2.0\2.01,,,0,lesterSprint,,,,,,lesterSprint,,,270536704,,Lestersprint
lester_FE,,,0,,,,,2.02,1,,,,1,,,,Installed\locations\Lester_FE_2019\2.02,,,0,lester_FE,,,,,,lester_FE,AAA9999,,270536704,,Lester Fe
Le_Grand_Circuit_1967,,,3,1967,1960-,,,0.5,2,"woochoo, in assoc. w/ Virtua_LM",,,1,,,,Installed\locations\Le_Grand_Circuit_1967\0.5,Europe,,57,Le_Grand_Circuit_1967,,,,,Temporary,Le_Grand_Circuit_1967,,France,3158016,,Le Grand Circuit
Le_Mans_2017,,,0,2017,2010-,,,0.91,1,SRT,,,1,,,,Installed\locations\Le_Mans_2017\0.91,Europe,,57,Le_Mans_2017,,,,,Temporary,Le_Mans_2017,,France,3145728,,Le Mans
LIENZ_GP,,,2,,,,,0.92,2,Mario Morais,,,1,,,,Installed\locations\LIENZ\0.92,Europe,,53,LIENZ_GP,,http://www.mj-multimedia.net,,,Novel,LIENZ_GP,MM_LIENZCOV,Austria,3158016,,Lienz GP
LimeRockPark_AllChicanes,,,0,,,,,2.02,2,,,,1,,,,Installed\locations\LimeRockPark_2012\2.02,North America,,0,LimeRockPark_AllChicanes,,,,,,LimeRockPark_AllChicanes,AAA9999,United States,271593472,,Limerockpark Allchicanes
LimeRockPark_NoChicanes,,,0,,,,,2.02,2,,,,1,,,,Installed\locations\LimeRockPark_2012\2.02,North America,,0,LimeRockPark_NoChicanes,,,,,,LimeRockPark_NoChicanes,AAA9999,United States,271593472,,Limerockpark Nochicanes
LimeRockPark_RC,,,0,,,,,2.02,2,,,,1,,,,Installed\locations\LimeRockPark_2012\2.02,North America,,0,LimeRockPark_RC,,,,,,LimeRockPark_RC,AAA9999,United States,271593472,,Limerockpark Rc
LimeRockPark_UphillChicane,,,0,,,,,2.02,2,,,,1,,,,Installed\locations\LimeRockPark_2012\2.02,North America,,0,LimeRockPark_UphillChicane,,,,,,LimeRockPark_UphillChicane,AAA9999,United States,271593472,,Limerockpark Uphillchicane
LimeRockPark_WestBendChicane,,,0,,,,,2.02,2,,,,1,,,,Installed\locations\LimeRockPark_2012\2.02,North America,,0,LimeRockPark_WestBendChicane,,,,,,LimeRockPark_WestBendChicane,AAA9999,United States,271593472,,Limerockpark Westbendchicane
LONGFORD_1967,,,0,1967,1960-,,,1,2,,,,1,,,,Installed\locations\Longford_1967\1.00,Oceania,,0,LONGFORD_1967,,,,,,LONGFORD_1967,AAA9999,Australia,271593472,,Longford
Enduro,,,2,,,,,0.98,2,Harry Seb,,,1,,,,Installed\locations\Magnificent_Park_v098\0.98,Europe,,55,Enduro,,,,,Permanent,Enduro,,France,3158016,,Enduro
International,,,2,,,,,0.98,2,Harry Seb,,,1,,,,Installed\locations\Magnificent_Park_v098\0.98,Europe,,55,International,,,,,Permanent,International,,France,3158016,,International
National,,,2,,,,,0.98,2,Harry Seb,,,1,,,,Installed\locations\Magnificent_Park_v098\0.98,Europe,,55,National,,,,,Permanent,National,,France,3158016,,National
MagnyCours,,,0,,,,,1.52,1,,,,1,,,,Installed\locations\MagnyCours_GP\1.52,Europe,,55,MagnyCours,,,,,Permanent,MagnyCours,,France,3145728,,Magnycours
Malaysian_GP,,,0,,,,,1.82,2,Frenky,,,1,,,,Installed\locations\Malaysia_2007\1.82,Asia,,0,Malaysian_GP,,,,,Permanent,Malaysian_GP,AAA9999,Malaysia,271593472,,Malaysian GP
Malaysia_NLoop,,,0,,,,,1.82,2,Frenky,,,1,,,,Installed\locations\Malaysia_2007\1.82,Asia,,0,Malaysia_NLoop,,,,,Permanent,Malaysia_NLoop,AAA9999,Malaysia,271593472,,Malaysia Nloop
Malaysia_SLoop,,,0,,,,,1.82,2,Frenky,,,1,,,,Installed\locations\Malaysia_2007\1.82,Asia,,0,Malaysia_SLoop,,,,,Permanent,Malaysia_SLoop,AAA9999,Malaysia,271593472,,Malaysia Sloop
MidOhio_Chicane,,,1,,,,,2.02,2,Virtua_LM,,,1,,,,Installed\locations\MidOhio_Virtua_LM\2.02,North America,,55,MidOhio_Chicane,,,,,Permanent,MidOhio_Chicane,,United States,271593472,,Midohio Chicane
MidOhio_Mi200,,,1,,,,,2.02,2,Virtua_LM,,,1,,,,Installed\locations\MidOhio_Virtua_LM\2.02,North America,,55,MidOhio_Mi200,,,,,Permanent,MidOhio_Mi200,,United States,271593472,,Midohio Mi200
MidOhio_NoChicane,,,1,,,,,2.02,2,Virtua_LM,,,1,,,,Installed\locations\MidOhio_Virtua_LM\2.02,North America,,55,MidOhio_NoChicane,,,,,Permanent,MidOhio_NoChicane,,United States,271593472,,Midohio Nochicane
Mills_InnerLoopA,,,1,,,,,2.1,2,S397,,,1,,,,Installed\locations\MillsMetro_2011\2.1,North America,,55,Mills_InnerLoopA,,http://rfactor.net/downloads/getmod.php,,,Permanent,Mills_InnerLoopA,,United States,271593472,,Mills Innerloopa
Mills_InnerLoopB,,,1,,,,,2.1,2,S397,,,1,,,,Installed\locations\MillsMetro_2011\2.1,North America,,55,Mills_InnerLoopB,,http://rfactor.net/downloads/getmod.php,,,Permanent,Mills_InnerLoopB,,United States,271593472,,Mills Innerloopb
Mills_InnerLoopC,,,1,,,,,2.1,2,S397,,,1,,,,Installed\locations\MillsMetro_2011\2.1,North America,,55,Mills_InnerLoopC,,http://rfactor.net/downloads/getmod.php,,,Permanent,Mills_InnerLoopC,,United States,271593472,,Mills Innerloopc
Mills_OuterLoopA,,,1,,,,,2.1,2,S397,,,1,,,,Installed\locations\MillsMetro_2011\2.1,North America,,55,Mills_OuterLoopA,,http://rfactor.net/downloads/getmod.php,,,Permanent,Mills_OuterLoopA,,United States,271593472,,Mills Outerloopa
